id	N	mean	sd	se	sentence	task	reference
AC-OC-02-R0260	13	3.769230769	1.921537846	0.53293871	Nessuno sospetta che qualcuno abbia finito nessun esercizio in tempo utile.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0261	12	4.166666667	1.94624736	0.561833219	Carlo conosceva bene il professore con cui passare il tempo sarebbe piaciuto a Sara.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0262	15	5.6	1.594633859	0.411732692	Nessuno sospetta che qualcuno abbia mai finito questo esercizio in tempo utile?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0263	14	1.642857143	0.928782732	0.248227626	Sapevo quale paziente l'infermiera aveva registrato un uomo e Marco visitato l'anziano signore.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0264	15	1.733333333	1.032795559	0.266666667	Sapevo quale paziente l'infermiera aveva chiamato un uomo e il dottore medicato l'anziano signore.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0265	15	3.8	1.82051798	0.470055721	Questo problema, Susanna ha pensato che Carla avrebbe dovuto menzionare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0266	15	3.8	1.740279124	0.449338138	Questo candidato, il giornalista ha affermato che Susanna aveva pensato che lo studente avrebbe dovuto considerare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0267	12	2.083333333	1.311372171	0.378560538	Chi è che Maria ha saputo dove Carlo incontrerà?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0268	15	6.333333333	1.2344268	0.318727629	Che cos'è che lo studente dovrebbe considerare?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0269	12	6.416666667	0.99620492	0.287579589	Uno studente pensa che Francesco abbia già finito questo esercizio in tempo utile.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0270	14	5.5	1.160238702	0.310086836	Quale provvedimento Maria ha saputo che il ministro prenderà?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0271	15	6.266666667	1.279880947	0.330463839	Quale candidato Susanna ha pensato che Carla avrebbe dovuto menzionare?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0272	12	6.5	0.904534034	0.261116484	Uno studente potrebbe aver già finito questo esercizio in tempo utile?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0273	14	4.928571429	1.591529778	0.425354225	Ci mostrarono l'anziano signore che l'infermiera voleva vedere e il dottore medicare .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0274	15	3.066666667	1.579632266	0.407859297	Questo problema, Carla dovrebbe considerare questo candidato .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0275	14	3.571428571	2.064881659	0.551862836	Questo, il professore ha pensato che Carla avrebbe dovuto menzionare questo candidato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0276	15	2.6	1.549193338	0.4	Ci mostrarono l'anziano signore che Maria aveva registrato e Marco visitato un malato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0277	14	6	1.240347346	0.331496772	Uno studente ha mai finito questo esercizio in tempo utile?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0278	14	2.357142857	1.598419549	0.427195594	Sapevo Chi Maria aveva chiamato un uomo e Marco visitato l'anziano signore.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0279	12	2.416666667	1.781640375	0.514315275	Con chi è che Maria ti ha detto perché il ministro parlerà?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0280	13	2.615384615	1.609268029	0.446330646	Sapevo chi Maria aveva chiamato e il dottore medicato l'anziano signore.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0281	15	3.8	1.656157342	0.427617987	Questo candidato, Susanna ha detto che lei avrebbe dovuto descrivere questo candidato .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0282	13	2.692307692	1.702185624	0.47210135	Quale problema il giornalista ha suggerito che Susanna aveva pensato che Carla avrebbe dovuto menzionare questo candidato?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0283	13	2.769230769	1.690850188	0.468957466	Quale candidato Susanna ha pensato che lo studente avrebbe dovuto considerare questo candidato?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0284	14	6	1.240347346	0.331496772	Conoscevo il paziente che l'infermiera aveva registrato e il dottore visitato .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0285	14	1.857142857	0.949262293	0.253701019	Ci mostrarono il paziente che Maria aveva registrato un paziente e Marco testato un malato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0286	15	2.866666667	1.846489591	0.476761562	Questo candidato, Susanna ha detto che lei avrebbe dovuto descrivere.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0287	15	6.133333333	1.302013093	0.336178335	lui ha pensato che lo studente avrebbe dovuto considerarlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0288	12	2.666666667	1.969463856	0.568535244	Chi dici che l'infermiera abbia registrato e Marco visitato l'anziano signore?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0289	12	6.916666667	0.288675135	0.083333333	Maria ha saputo quando il ministro prenderà questo provvedimento.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0290	14	6.071428571	1.268814451	0.339104926	Nessuno sostiene di avere già finito questo esercizio in tempo utile.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0291	15	6.133333333	1.125462868	0.290593263	Ho sentito che Maria ha saputo dove Carlo prenderà questo provvedimento.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0292	12	2.666666667	1.825741858	0.527046277	quale paziente dici che l'infermiera abbia chiamato un uomo e Marco medicato?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0293	15	6.6	0.828078671	0.213808994	Nessuno sospetta che qualcuno possa aver mai finito questo esercizio in tempo utile.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0294	14	5.642857143	1.33630621	0.357142857	Ci dissero che l'infermiera aveva chiamato un uomo e il dottore medicato un malato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0295	14	3.928571429	2.092634913	0.559280206	Nessuno studente si aspetta che qualcuno abbia già finito questo esercizio in tempo utile?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0296	15	6.266666667	0.961150105	0.24816789	Ci mostrarono il paziente che l'infermiera aveva chiamato e Marco medicato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0297	12	4.666666667	2.10338832	0.607195906	Che cos'è che Giulio ha scritto che lei aveva detto che lo studente avrebbe dovuto descrivere?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0298	15	3.333333333	1.632993162	0.421637021	Conoscevo il paziente che l'infermiera voleva registrare e il dottore visitarlo .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0299	14	5.071428571	1.899971081	0.507788631	Che cos'è che il professore ha pensato che lo studente avrebbe dovuto considerare?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0300	13	2	1.08012345	0.299572345	Chi è che lei dovrebbe descrivere questo candidato?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0301	13	5.692307692	1.436698495	0.398468468	Nessuno studente sostiene di avere finito alcunchè in così poco tempo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0302	12	6.416666667	1.443375673	0.416666667	Ho sentito che Maria ti ha detto dove Carlo farà un sopralluogo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0303	12	2	1.59544807	0.460566186	quale paziente pensi che Maria abbia chiamato un uomo e Marco visitato l'anziano signore?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0304	13	3.307692308	1.750457816	0.485489647	Quale candidato Giulio ha scritto che lei aveva detto che Carla avrebbe dovuto menzionare?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0305	13	4.153846154	1.772293892	0.491545885	Questo, lui ha pensato che Carla avrebbe dovuto menzionare questo problema.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0306	12	5.666666667	1.874873733	0.541229427	Quale problema il professore ha detto che lei avrebbe dovuto descrivere?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0307	13	5.923076923	1.320450584	0.366227099	Maria si aspetta che qualcuno possa aver già finito questo esercizio in tempo utile.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0308	13	3.461538462	2.10615703	0.584142859	Questo problema, lui ha scritto che lei aveva detto che costui avrebbe dovuto descrivere.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0309	14	2.928571429	1.639150142	0.438081303	Uno studente potrebbe aver mai finito questo esercizio in tempo utile.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0310	15	4.866666667	1.767430203	0.456348516	Nessuno studente si aspetta che un altro studente abbia già finito questo esercizio in tempo utile?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0311	15	5.6	1.723783215	0.445078912	Uno studente pensa che Francesco abbia già finito questo esercizio in tempo utile?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0312	13	2.846153846	1.573009528	0.436274347	Chi è che lui ha affermato che il professore aveva detto che lo studente avrebbe dovuto considerare questo candidato?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0313	12	1.833333333	1.337115847	0.385992097	Cos'è che Maria ti ha detto dove Carlo farà?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0314	14	3.285714286	1.898524586	0.507402039	Maria si aspetta che qualcuno possa aver mai finito questo esercizio in tempo utile.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0315	15	4.6	2.261478657	0.583911278	Susanna ha detto che Carla avrebbe dovuto menzionare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0316	15	5.066666667	1.94446712	0.502059252	Chi dici che l'infermiera abbia chiamato e il dottore medicato?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0317	15	5.333333333	1.496026483	0.386272377	Nessuno studente sospetta che qualcuno abbia finito alcunchè in così poco tempo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0318	14	3.428571429	1.741541568	0.465446562	Sapevo che Maria voleva chiamarlo e il dottore medicare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0319	15	5.6	1.723783215	0.445078912	Maria ti ha detto che il ministro parlerà col diplomatico .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0320	12	5.333333333	2.14617348	0.619546918	Chi è che Maria ha saputo che Carlo incontrerà?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0321	14	2.214285714	1.050902281	0.280865449	Conoscevo il paziente che l'infermiera aveva visto un paziente e Marco testato un malato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0322	12	5.083333333	2.1514618	0.621073525	Ci dissero che l'infermiera aveva chiamato e il dottore medicato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0323	12	6.916666667	0.288675135	0.083333333	lo studente dovrebbe considerare questo problema.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0324	13	1.923076923	1.11516355	0.30929072	Conoscevo il paziente che l'infermiera aveva registrato un paziente e il dottore visitato un malato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0325	13	6.307692308	1.182131929	0.327864406	Sapevo chi Maria voleva chiamare e Marco visitare .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0326	14	2.714285714	1.437335753	0.384144138	Ci mostrarono il paziente che l'infermiera voleva chiamare e Marco medicarlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0327	13	6.153846154	1.675616993	0.464732537	Ci mostrarono il paziente che l'infermiera voleva chiamare e Marco medicare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0328	15	2.6	1.055597326	0.272554058	Ci mostrarono l'anziano signore che l'infermiera aveva visto un paziente e il dottore medicato un malato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0329	12	5.916666667	1.781640375	0.514315275	Nessuno sospetta che qualcuno possa aver già finito questo esercizio in tempo utile?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0330	12	1.666666667	1.07308674	0.309773459	Conoscevo il paziente che Maria aveva visto un paziente e Marco visitato un malato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0331	14	6.214285714	0.801783726	0.214285714	Ho sentito che Maria ha saputo che Carlo prenderà questo provvedimento.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0332	15	3.266666667	1.751190072	0.452155332	Quale problema lui ha pensato che Carla avrebbe dovuto menzionare questo candidato?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0333	15	3.266666667	1.94446712	0.502059252	Quale problema lui ha scritto che lei aveva detto che costui avrebbe dovuto descrivere?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0334	15	2.8	1.424279266	0.367747325	Ho sentito a chi è che Maria ha saputo perché il ministro darà il premio.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0335	15	2.666666667	1.290994449	0.333333333	Questo candidato, lo studente dovrebbe descrivere questo problema .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0336	14	1.714285714	0.994490316	0.265788717	Conoscevo il paziente che l'infermiera voleva registrarlo e il dottore visitarlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0337	15	2.466666667	1.187233679	0.306542418	Ci dissero quale paziente l'infermiera voleva chiamarlo e il dottore medicarlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0338	15	4.466666667	2.166849809	0.559478215	Sapevo che l'infermiera aveva registrato e Marco medicato un malato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0339	14	2.642857143	1.691933025	0.452188122	quale paziente dici che l'infermiera voglia chiamarlo e il dottore medicare?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0340	15	3.333333333	2.023669463	0.522509209	Carlo conosceva bene la ragazza con cui passare il tempo divertiva sempre Sara.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0341	12	2	1.348399725	0.389249472	Ci mostrarono l'anziano signore che Maria aveva registrato un paziente e Marco visitato un malato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0342	14	5.285714286	1.266647388	0.338525754	Quale candidato Susanna ha pensato che lo studente avrebbe dovuto considerare?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0343	12	6.583333333	0.900336637	0.2599048	Ho sentito che Maria ti ha detto perché Carlo parlerà col diplomatico.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0344	12	5.083333333	1.729862492	0.499368288	Questo problema, Carla dovrebbe considerarlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0345	15	4.133333333	1.959105724	0.505838923	Nessuno studente si aspetta che qualcuno abbia finito alcunchè in così poco tempo?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0346	15	5.6	1.681835732	0.434248119	Ci mostrarono l'anziano signore che Maria aveva registrato e Marco visitato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0347	13	2.230769231	1.3634421	0.3781508	Questo candidato, Susanna ha detto che lei avrebbe dovuto descrivere questo problema.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0348	14	2.785714286	1.528124614	0.408408482	Chi pensi che Maria voglia chiamarlo e Marco visitarlo?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0349	15	2.666666667	1.397276262	0.36077518	Che cos'è che lo studente dovrebbe considerare questo candidato?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0350	14	3.5	1.829249531	0.488887501	Ci dissero quale paziente l'infermiera voleva chiamare e il dottore medicarlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0351	15	3.133333333	1.846489591	0.476761562	Questo, lui ha suggerito che lei aveva pensato che lo studente avrebbe dovuto descrivere.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0352	14	5.857142857	1.350620533	0.360968521	Ci mostrarono il paziente che Maria voleva vedere e il dottore visitare .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0353	15	6.333333333	1.112697281	0.287297202	Uno studente sostiene di avere già finito questo esercizio in tempo utile.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0354	15	5.866666667	1.407463101	0.36340541	Ho sentito che Maria ha saputo quando il ministro incontrerà i dottori .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0355	13	6.076923077	1.441153384	0.399704033	Nessuno studente si aspetta che qualcuno abbia mai finito questo esercizio in tempo utile.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0356	15	5.8	1.320173149	0.340867241	Nessuno sospetta che qualcuno possa aver già finito questo esercizio in tempo utile .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0357	14	5.285714286	1.857565463	0.496455253	Questo, lei dovrebbe descriverlo .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0358	14	2.142857143	1.099450412	0.293840483	Chi dici che l'infermiera voglia chiamare e il dottore visitarlo?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0359	15	5.133333333	1.922300209	0.49633578	Chi è che lo studente dovrebbe considerare?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0360	12	4.583333333	2.539088359	0.732971674	Chi pensi che Maria abbia chiamato e il dottore medicato?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0361	12	2.583333333	1.729862492	0.499368288	Chi è che lui ha suggerito che lei aveva pensato che lo studente avrebbe dovuto descrivere questo candidato?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0362	12	6.083333333	1.729862492	0.499368288	il professore ha detto che lo studente avrebbe dovuto descrivere questo candidato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0363	15	3.266666667	1.751190072	0.452155332	Chi è che il professore ha pensato che Carla avrebbe dovuto menzionare questo problema?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0364	15	2.933333333	1.437590577	0.371184291	Ci dissero chi Maria aveva chiamato un uomo e Marco visitato l'anziano signore .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0365	15	6.733333333	0.59361684	0.153271209	Maria ha saputo perché Carlo darà il premio ai dottori.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0366	15	3.066666667	1.099783528	0.283962886	Conoscevo il paziente che l'infermiera voleva vedere e Marco testarlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0367	15	2.933333333	1.709915063	0.441498171	Questo problema, lui ha scritto che lei aveva detto che costui avrebbe dovuto descrivere questo candidato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0368	15	6.333333333	1.112697281	0.287297202	Carla dovrebbe menzionare questo candidato .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0369	12	4.833333333	2.124888589	0.613402499	Questo, il professore ha pensato che Carla avrebbe dovuto menzionarlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0370	13	3.307692308	1.601281538	0.444115592	Questo problema, lui ha detto che lei avrebbe dovuto descrivere.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0371	12	6.916666667	0.288675135	0.083333333	Carlo conosceva bene il professore che Anna sperava sempre di evitare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0372	13	3.615384615	1.556623565	0.431729698	quale paziente pensi che l'infermiera voglia registrare e Marco medicarlo?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0373	13	3.076923077	1.977436828	0.548442298	Uno studente sostiene di avere finito nessun esercizio in tempo utile?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0374	13	6	0.707106781	0.196116135	Nessuno sospetta che qualcuno possa aver finito alcunchè in così poco tempo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0375	15	2.8	1.473576795	0.380475892	Conoscevo il paziente che Maria aveva visto e Marco visitato un malato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0376	13	2.923076923	1.441153384	0.399704033	Conoscevo il paziente che l'infermiera voleva registrarlo e il dottore visitare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0377	15	5.866666667	1.597617273	0.412503006	Uno studente ha già finito questo esercizio in tempo utile .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0378	14	5.285714286	1.325987088	0.354384956	Nessuno studente si aspetta che qualcuno abbia finito alcunchè in così poco tempo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0379	12	2.166666667	1.267304465	0.365839287	quale paziente dici che Maria abbia registrato un uomo e il dottore visitato?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0380	12	7	0	0	Maria ti ha detto dove Carlo farà un sopralluogo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0381	13	2.076923077	1.187542172	0.329364938	Ci mostrarono il paziente che Maria aveva registrato un paziente e Marco testato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0382	14	2.285714286	1.540657773	0.41175811	Ci dissero quale paziente Maria voleva chiamarlo e il dottore visitare .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0383	12	3	2.044949433	0.590326053	Ci mostrarono il paziente che l'infermiera aveva registrato e Marco medicato un malato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0384	14	2.714285714	1.437335753	0.384144138	Ho sentito quale provvedimento Maria ha saputo dove Carlo prenderà.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0385	13	5.230769231	1.739436985	0.482433019	Questo problema, Carla dovrebbe considerare questo problema.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0386	15	2.8	1.373213125	0.354562104	Ci dissero quale paziente Maria aveva registrato un uomo e il dottore visitato l'anziano signore .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0387	11	1.636363636	1.120064933	0.337712284	Sapevo chi Maria aveva chiamato un uomo e il dottore medicato l'anziano signore.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0388	14	2.714285714	0.913873533	0.244242976	Questo candidato, il professore ha detto che lo studente avrebbe dovuto descrivere .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0389	13	2.384615385	1.556623565	0.431729698	Ci mostrarono il paziente che l'infermiera aveva chiamato e Marco medicato un malato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0390	13	2.923076923	1.60527975	0.445224496	Conoscevo il paziente che l'infermiera aveva chiamato e il dottore medicato un malato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0391	15	5.266666667	1.667618776	0.430577316	Ho sentito che Maria ti ha detto che Carlo parlerà col diplomatico .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0392	12	6.333333333	1.23091491	0.355334527	lui ha pensato che lo studente avrebbe dovuto considerare questo problema.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0393	15	2.2	1.146423008	0.296005148	Chi pensi che Maria voglia chiamarlo e il dottore medicare?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0394	15	6.266666667	1.162919151	0.300264434	Conoscevo il paziente che l'infermiera aveva chiamato e il dottore medicato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0395	15	2.266666667	1.032795559	0.266666667	Conoscevo il paziente che l'infermiera voleva chiamarlo e il dottore medicarlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0396	15	2.866666667	1.552264091	0.400792865	Chi è che lui ha suggerito che lei aveva pensato che lo studente avrebbe dovuto descrivere?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0397	13	3.076923077	1.846687957	0.512179086	Quale candidato Susanna ha pensato che Carla avrebbe dovuto menzionare questo problema?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0398	13	6	1.683250823	0.466849781	Ci dissero chi Maria aveva chiamato e Marco visitato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0399	14	4.285714286	1.857565463	0.496455253	Questo problema, Susanna ha pensato che Carla avrebbe dovuto menzionarlo .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0400	13	4.153846154	2.075498087	0.575639598	Chi è che Susanna ha detto che lo studente avrebbe dovuto descrivere?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0401	12	2.333333333	1.66969422	0.481999204	Conoscevo il paziente che Maria voleva registrare e Marco medicarlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0402	15	5.533333333	1.922300209	0.49633578	Ho sentito che Maria ti ha detto perché Carlo farà un sopralluogo .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0403	14	6.357142857	1.150728389	0.307545098	Nessuno sospetta che qualcuno abbia già finito questo esercizio in tempo utile.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0404	11	6	1.264911064	0.381385036	Sapevo che l'infermiera aveva registrato un uomo e Marco medicato un malato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0405	14	5.285714286	1.489892687	0.39819057	Nessuno si aspetta che qualcuno abbia mai finito questo esercizio in tempo utile.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0406	14	2.5	1.454436185	0.388714421	Con chi è che Maria ti ha detto dove il ministro parlerà?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0407	12	6.166666667	1.267304465	0.365839287	Ho sentito che Maria ha saputo quando Carlo prenderà questo provvedimento.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0408	13	2.153846154	1.214231845	0.336767321	Chi dici che l'infermiera abbia chiamato e il dottore medicato l'anziano signore?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0409	12	1.916666667	1.240112409	0.357989617	Ho sentito cos'è che Maria ti ha detto dove Carlo farà.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
